MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
8,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,EQPYAQ,2022-08-17,"companhia aérea: latam, localizador: eqpyaq. passageiros: jose luiz raymundo (matrícula 140986, comissionado), voo: 3472 - grupvh - 29/08/2022; jose luiz raymundo (matrícula 140986, comissionado), voo: 3289 - cwbgru - 29/08/2022;",1575,2187620
8,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,CZZFNZ,2022-08-17,"companhia aérea: latam, localizador: czzfnz. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3770 - bsbpvh - 18/08/2022;",3910,2186190
8,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,TMBCRN,2022-08-21,"companhia aérea: azul, localizador: tmbcrn. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 2940 - cgbbsb - 22/08/2022; acir marcos gurgacz (matrícula 225736, parlamentar), voo: 4681 - jprcgb - 22/08/2022;",3250,2186194
8,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,BCGDWN,2022-08-23,"companhia aérea: latam, localizador: bcgdwn. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3770 - bsbpvh - 25/08/2022;",1690,2186196
9,ACIR GURGACZ,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",004.948.028-63,GILBERTO PISELO DO NASCIMENTO,009/22,2022-09-01,despesa com aluguel de imóvel para uso do escritório político do senador acir gurgacz,6000,2186200
9,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",84.707.538/0001-20,YURI COMÉRCIO DE COMBUSTÍVEIS LTDA,000.012.564,2022-09-08,despesa com aquisição de combustível para abastecimento de aeronave,3240,2188965
9,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",84.707.538/0001-20,YURI COMÉRCIO DE COMBUSTÍVEIS LTDA,000.012.593,2022-09-20,despesa com aquisição de combustível para abastecimento de aeronave,1764,2188966
9,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,ZKVG8Q,2022-09-09,"companhia aérea: azul, localizador: zkvg8q. passageiros: guarim liberato martins júnior (matrícula 238202, comissionado), voo: 2940 - cgbbsb - 12/09/2022; guarim liberato martins júnior (matrícula 238202, comissionado), voo: 4345 - pvhcgb - 12/09/2022; guarim liberato martins júnior (matrícula 238202, comissionado), voo: 4239 - vcpcgb - 18/09/2022; guarim liberato martins júnior (matrícula 238202, comissionado), voo: 4636 - cgbpvh - 18/09/2022; guarim liberato martins júnior (matrícula 238202, comissionado), voo: 4699 - bsbvcp - 18/09/2022;",3200,2187613
9,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,NCUBJY,2022-09-22,"companhia aérea: azul, localizador: ncubjy. passageiros: jose luiz raymundo (matrícula 140986, comissionado), voo: 4637 - pvhcgb - 30/09/2022; jose luiz raymundo (matrícula 140986, comissionado), voo: 2728 - vcpeea - 30/09/2022; jose luiz raymundo (matrícula 140986, comissionado), voo: 4238 - cgbvcp - 30/09/2022;",2750,2187614
10,ACIR GURGACZ,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",004.948.028-63,GILBERTO PISELO DO NASCIMENTO,010/22,2022-10-03,despesa com aluguel de imóvel para uso do escritório de apoio do senador acir gurgacz em ji-paraná/ro.,6000,2187616
10,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",34.274.233/0097-46,VIBRA ENERGIA,000971514,2022-10-27,despesa com aquisição de combustível para abastecimento de aeronave,"4893,27",2189141
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,WFMPQV,2022-10-04,"companhia aérea: latam, localizador: wfmpqv. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3009 - bsbcgh - 05/10/2022;",3575,2188975
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,KXAFKX,2022-10-04,"companhia aérea: latam, localizador: kxafkx. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3771 - pvhbsb - 05/10/2022;",3592,2188972
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,QSGIOQ,2022-10-05,"companhia aérea: latam, localizador: qsgioq. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3322 - cghbsb - 05/10/2022;",3590,2188976
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,LRGFGQ,2022-10-06,"companhia aérea: latam, localizador: lrgfgq. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3722 - bsbcwb - 07/10/2022;",2330,2188977
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,UAEYGY,2022-10-13,"companhia aérea: gol, localizador: uaeygy. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 1452 - cghbsb - 15/10/2022; acir marcos gurgacz (matrícula 225736, parlamentar), voo: 1283 - nvtcgh - 15/10/2022;","1429,9",2188979
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,UP4L3R,2022-10-17,"companhia aérea: azul, localizador: up4l3r. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 4586 - vcpcac - 21/10/2022; acir marcos gurgacz (matrícula 225736, parlamentar), voo: 5046 - bsbvcp - 21/10/2022;",720,2188981
10,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,CKRQXQ,2022-10-31,"companhia aérea: latam, localizador: ckrqxq. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3681 - cwbbsb - 31/10/2022;",2910,2188993
11,ACIR GURGACZ,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",004.948.028-63,GILBERTO PISELO DO NASCIMENTO,011/22,2022-11-01,despesa com pagamento de aluguel de imóvel para uso do escritório de apoio do senador acir gurgacz em ji-paraná,6000,2189139
11,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",34.274.233/0097-46,VIBRA ENERGIA,000972480,2022-11-03,despesa com aquisição de combustível para abastecimento de aeronave,"9535,5",2191179
12,ACIR GURGACZ,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",004.948.028-63,GILBERTO PISELO DO NASCIMENTO,012/22,2022-12-01,despesa com pagamento de aluguel de imóvel para uso do escritório de apoio do senador acir gurgacz em ji-paraná/ro.,6000,2190513
12,ACIR GURGACZ,divulgação da atividade parlamentar,41.845.127/0001-99,J. J. M. CALADO EIRELI,83,2022-12-15,despesa com divulgação da atividade parlamentar,3000,2191537
12,ACIR GURGACZ,divulgação da atividade parlamentar,08.941.827/0001-01,RONDONIA DINÂMICA COM. E SERV. DE INFORMÁTICA LTDA,000000000002025/A,2022-12-13,despesa com divulgação da atividade parlamentar,1500,2191534
12,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",34.274.233/0235-79,VIBRA ENERGIA S.A.,000253483,2022-12-19,despesa com aquisição de combustível para abastecimento de aeronave,"9791,99",2191856
12,ACIR GURGACZ,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",84.707.538/0001-20,YURI COMÉRCIO DE COMBUSTÍVEIS LTDA,000.012.720,2022-12-19,despesa com aquisição de combustível para abastecimento de aeronave,4988,2191858
12,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,UOIFBT,2022-11-29,"companhia aérea: latam, localizador: uoifbt. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3679 - cwbbsb - 05/12/2022;",2270,2192094
12,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,WQGOLF,2022-11-29,"companhia aérea: latam, localizador: wqgolf. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3678 - bsbcwb - 03/12/2022;",3038,2192093
12,ACIR GURGACZ,"passagens aéreas, aquáticas e terrestres nacionais",17.872.428/0001-27,AMERICA VIAGENS E TURISMO LTDA - ME,WESKZV,2022-12-16,"companhia aérea: latam, localizador: weskzv. passageiros: acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3680 - bsbcwb - 16/12/2022; acir marcos gurgacz (matrícula 225736, parlamentar), voo: 3681 - cwbbsb - 18/12/2022;","3975,59",2191843
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,GOSNZW,2022-01-27,"companhia aérea: latam, localizador: gosnzw. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3372 - aju - bsb - 02/02/2022;","3290,52",2175533
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,DUBZEM,2022-02-01,"companhia aérea: gol, localizador: dubzem. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 1518 - cgh - aju - 03/02/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 1461 - bsb - cgh - 03/02/2022;","3301,08",2175534
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,FHUZJY,2022-02-03,"companhia aérea: gol, localizador: fhuzjy. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 1504 - gru - aju - 12/02/2022;","2266,03",2175542
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,ZWNNAV,2022-02-03,"companhia aérea: latam, localizador: zwnnav. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3372 - aju - bsb - 09/02/2022;","3315,7",2175540
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,MSVJPB,2022-02-03,"companhia aérea: latam, localizador: msvjpb. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3878 - bsb - cgh - 10/02/2022;","3425,71",2175541
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,WDDPUA,2022-02-12,"companhia aérea: latam, localizador: wddpua. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3372 - aju - bsb - 15/02/2022;","3429,83",2175544
2,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,YWBJQC,2022-02-16,"companhia aérea: latam, localizador: ywbjqc. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3373 - bsb - aju - 16/02/2022;","3311,3",2175545
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,WMXBRK,2022-03-04,"companhia aérea: latam, localizador: wmxbrk. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3372 - aju - bsb - 08/03/2022;","4287,4",2177586
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,RDXPGP,2022-03-05,"companhia aérea: latam, localizador: rdxpgp. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3373 - bsb - aju - 09/03/2022;","4521,81",2177587
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,GRCLXG,2022-03-11,"companhia aérea: latam, localizador: grclxg. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 4609 - aju - gru - 14/03/2022;","3460,2",2177588
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,MWIOOY,2022-03-11,"companhia aérea: latam, localizador: mwiooy. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3373 - bsb - aju - 16/03/2022;","4450,56",2177590
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,BRDBMM,2022-03-14,"companhia aérea: latam, localizador: brdbmm. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3738 - cgh - bsb - 14/03/2022;","3918,23",2177589
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,BHGGAK,2022-03-16,"companhia aérea: latam, localizador: bhggak. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3193 - cgh - bsb - 21/03/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 4609 - aju - gru - 21/03/2022;","5424,11",2177591
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,FXNNQT,2022-03-16,"companhia aérea: latam, localizador: fxnnqt. passageiros: elaine da silva gontijo (matrícula 353209, comissionado), voo: 3193 - cgh - bsb - 21/03/2022; elaine da silva gontijo (matrícula 353209, comissionado), voo: 3165 - bsb - cgh - 21/03/2022;","5428,66",2177592
3,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,LYPYJV,2022-03-20,"companhia aérea: latam, localizador: lypyjv. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3373 - bsb/aju - 23/03/2022;","4351,57",2178474
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,YZQJNX,2022-03-31,"companhia aérea: latam, localizador: yzqjnx. passageiros:","4057,33",2180065
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,XOBSGT,2022-04-05,"companhia aérea: latam, localizador: xobsgt. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3235 - aju-gru - 11/04/2022;","2107,09",2180774
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,XOBSGT,2022-04-05,"companhia aérea: latam, localizador: xobsgt. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3186 - gru - sjp - 11/04/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3186 - aju - gru - 11/04/2022;","2107,09",2180067
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,CYDJYE,2022-04-06,"companhia aérea: latam, localizador: cydjye. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3234 - gru - aju - 07/04/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3261 - bsb - gru - 07/04/2022;","4152,66",2180066
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,JBQU6Y,2022-04-06,"companhia aérea: azul, localizador: jbqu6y. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 4033 - vcp - aju - 11/04/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 4794 - sjp - vcp - 11/04/2022;","4426,86",2180068
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,DLSWLD,2022-04-08,"companhia aérea: latam, localizador: dlswld. passageiros: alessandra aparecida monteiro (matrícula 347489, comissionado), voo: 3606 - cgh - sjp - 11/04/2022;","2243,79",2180069
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,WWOEUH,2022-04-10,"companhia aérea: latam, localizador: wwoeuh. passageiros:","2189,1",2180071
4,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,MHIFLY,2022-04-13,"companhia aérea: latam, localizador: mhifly. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 26/04/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 27/04/2022;","6673,21",2180074
5,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,QJIZMY,2022-04-19,"companhia aérea: latam, localizador: qjizmy. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 02/05/2022;",4294,2180893
5,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,IPUJJX,2022-04-19,"companhia aérea: latam, localizador: ipujjx. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 02/05/2022;","4341,05",2180894
5,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,CDHWRE,2022-05-16,"companhia aérea: latam, localizador: cdhwre. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 17/05/2022;","4119,53",2180895
5,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,IHUWHW,2022-05-17,"companhia aérea: latam, localizador: ihuwhw. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 18/05/2022;","3663,17",2180896
6,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,URBOUL,2022-05-30,"companhia aérea: latam, localizador: urboul. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 01/06/2022;","4840,09",2184042
6,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,UBINER,2022-06-01,"companhia aérea: latam, localizador: ubiner. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 01/06/2022;","4530,49",2184043
6,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,KPLZIT,2022-06-11,"companhia aérea: latam, localizador: kplzit. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 13/06/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 13/06/2022;","8750,19",2184044
6,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,BTFPUL,2022-06-28,"companhia aérea: latam, localizador: btfpul. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 29/06/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 29/06/2022;","7163,1",2184045
8,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,JBAPBM,2022-08-13,"companhia aérea: tam, localizador: jbapbm. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3700 - bsb - aju - 16/08/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju - bsb - 16/08/2022;","8350,51",2186076
10,ALESSANDRO VIEIRA,"passagens aéreas, aquáticas e terrestres nacionais",39.827.859/0001-04,MM TOUR,TMAGLD,2022-10-03,"companhia aérea: latam, localizador: tmagld. passageiros: alessandro vieira (matrícula 341487, parlamentar), voo: 3701 - aju-bsb - 05/10/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3234 - cgh-aju - 05/10/2022; alessandro vieira (matrícula 341487, parlamentar), voo: 3021 - bsb-cgh - 05/10/2022;","4447,21",2189343
